station_number,station_name,station_type,easting,northing,ngr,local_authority,sampling_datetime,sampling_reason,reason_group,sampling_medium,sampling_mechanism,parameter_shortname,parameter_name,sample_value,coded_value,unit_symbol,method_name,sampling_year
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,153.0,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,353.9,,µS/cm,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.16,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 10:52:32,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",90.6,,%,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0047,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0133,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.064,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.21,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,133.8,,µS/cm,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,14.6,,°C,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,54.2,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,7.74,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",96.6,,%,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-07-31 11:50:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.001,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.006,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0185,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0206,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.0429,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.33,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",101.0,,%,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,15.0,,°C,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,75.2,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-08-22 10:20:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.12,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0042,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0113,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.0389,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.37,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,13.3,,°C,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,189.8,,µS/cm,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.03,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,86.7,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",95.3,,%,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 11:04:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.001,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,118,Nitrite as N,0.0013,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,180,"Orthophosphate, reactive as P",0.0119,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,111,Ammoniacal Nitrogen as N,0.0124,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,348,"Phosphorus, Total as P",0.0363,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,116,"Nitrogen, Total Oxidised as N",0.61,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,127.0,,mg/l,Low,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,77,Conductivity at 25 C,278.6,,µS/cm,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,3169,pH : In Situ,8.26,,scalar,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,76,Temperature of Water,9.6,,°C,Field,2023
S5720034,Downstream of Nant Bogwidiad,FRESHWATER - UNSPECIFIED,295159,208287,SN9515908287,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-10-16 14:45:00,PLANNED INVESTIGATION (LOCAL MONITORING),Planned environmental monitoring,RIVER / RUNNING SURFACE WATER,SPOT,9901,"Oxygen, Dissolved, % Saturation",98.3,,%,Field,2023
S5730241,Penderyn Quarry AN0272901,TRADE DISCHARGES - SITE DRAINAGE,294953,208758,SN9495308758,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 11:16:26,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Field,2023
S5730241,Penderyn Quarry AN0272901,TRADE DISCHARGES - SITE DRAINAGE,294953,208758,SN9495308758,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 10:39:56,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,7668,No flow /No sample,0.0,No flow/discharge at sampling point,scalar,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 13:26:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,135,"Solids, Suspended at 105 C",22.0,,mg/l,Low,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 13:26:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,3169,pH : In Situ,8.38,,scalar,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-03-14 13:26:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,666,Oil and Grease,4.0,,mg/l,Low,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 11:10:48,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,664,"Oil and Grease, Visible : Present/Not found (1/0)",0.0,,scalar,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 11:10:48,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,135,"Solids, Suspended at 105 C",15.0,,mg/l,Low,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 11:10:48,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,76,Temperature of Water,17.9,,°C,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 11:10:48,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,3169,pH : In Situ,7.94,,scalar,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 11:10:48,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,9901,"Oxygen, Dissolved, % Saturation",70.7,,%,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-06-01 11:10:48,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,666,Oil and Grease,4.0,,mg/l,Low,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 10:13:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,664,"Oil and Grease, Visible : Present/Not found (1/0)",0.0,,scalar,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 10:13:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,76,Temperature of Water,13.9,,°C,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 10:13:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,135,"Solids, Suspended at 105 C",51.0,,mg/l,Low,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 10:13:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,3169,pH : In Situ,7.95,,scalar,Field,2023
S68515,PENDERYN QUARRY LAGOON EFFLUEN,TRADE DISCHARGES - MINERAL WORKINGS,294890,208820,SN9489008820,RHONDDA CYNON TAF-RHONDDA CYNON TAF,2023-09-25 10:13:00,COMPLIANCE AUDIT (PERMIT),Compliance monitoring,ANY TRADE EFFLUENT,SPOT,9901,"Oxygen, Dissolved, % Saturation",89.2,,%,Field,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-02-16 13:35:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,348,"Phosphorus, Total as P",0.0275,,mg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-02-16 13:35:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,9686,"Nitrogen, Total as N",0.379,,mg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-02-16 13:35:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,72,"Colour, Filtered",18.5,,Hu,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-02-16 13:35:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,77,Conductivity at 25 C,50.3,,µS/cm,Field,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-02-16 13:35:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,162,Alkalinity to pH 4.5 as CaCO3,8.36,,mg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-02-16 13:35:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,9856,"Orthophosphate, Filtered as P",0.004,,mg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-02-16 13:35:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,9943,"Nitrogen, Total Oxidised, Filtered as N",0.2,,mg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-02-16 13:35:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,7887,Chlorophyll : Acetone Extract,0.5,,µg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-05-15 12:49:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,348,"Phosphorus, Total as P",0.0225,,mg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-05-15 12:49:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,9943,"Nitrogen, Total Oxidised, Filtered as N",0.2,,mg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-05-15 12:49:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,9686,"Nitrogen, Total as N",0.431,,mg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-05-15 12:49:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,7887,Chlorophyll : Acetone Extract,1.96,,µg/l,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-05-15 12:49:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,72,"Colour, Filtered",17.1,,Hu,Low,2023
S71653,LLYN FAWR AT WEIR,FRESHWATER - LAKES/PONDS/RESERVOIRS,291597,203661,SN9159703661,CASTELL-NEDD PORT TALBOT- NEATH PORT TALBOT,2023-05-15 12:49:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),Planned environmental monitoring,POND / LAKE / RESERVOIR WATER,SPOT,77,Conductivity at 25 C,55.1,,µS/cm,Field,2023
